date,open,high,low,close,volume
2025-07-28,222.4228944936542,222.5413467412238,220.5571812188629,221.23831176757812,24934900.0
2025-07-29,222.7091594409529,222.78813262698068,219.20480150677042,219.8267059326172,28685900.0
2025-07-30,220.78421669647977,222.03787638084728,217.28972505339556,218.71121215820312,48924400.0
2025-07-31,217.62537167732643,219.1653110684438,216.06568522507837,216.56912231445312,42913900.0
2025-08-01,213.43987348045064,213.77549819108563,209.6097571793888,212.15658569335938,63854100.0
2025-08-04,213.76564962567952,216.9146357008805,213.3016915797198,216.90475463867188,34989600.0
2025-08-05,217.72408104495324,218.41507757187247,215.43391897536458,218.01036071777344,31337100.0
2025-08-06,218.10906016243837,218.1485542844203,216.55925478301776,217.7240753173828,23142100.0
2025-08-07,219.89578957885206,219.97476276183528,215.70043525690966,217.01333618164062,37088000.0
2025-08-08,218.22753928721454,218.7211104005659,216.91463831818854,217.4871826171875,28318100.0
2025-08-11,217.9313762498228,218.82966415700707,216.98371316012177,217.43780517578125,25212800.0
2025-08-12,218.99749067609892,224.06151963236294,218.3064791252092,223.89370727539062,43815500.0
2025-08-13,225.3250618838907,228.48392881603255,224.90059798915803,228.24700927734375,41705800.0
2025-08-14,225.50275378542193,225.85812555976574,223.2619369010152,225.30532836914062,55945500.0
2025-08-15,225.70018926673004,225.83838857054926,223.13361355283638,224.20960998535156,33571400.0
2025-08-18,224.28858926172032,225.5225170302724,224.0220566461865,225.02894592285156,20144100.0
2025-08-19,225.0881776802936,226.03582579521068,222.78813445462478,223.30145263671875,25000700.0
2025-08-20,223.02503712408065,223.46926317831446,220.81384816566745,222.51173400878906,29229700.0
2025-08-21,221.524574807061,223.4100199397378,220.9026704288518,223.06451416015625,24539400.0
2025-08-22,224.44652036652317,232.39301820136592,224.2589609358569,231.81060791015625,58205500.0
2025-08-25,231.12947212543162,231.2874184911012,229.3723602294922,229.3723602294922,28453700.0
2025-08-26,229.83631652335905,231.85007995131008,229.59939697664947,231.26766967773438,25121500.0
2025-08-27,230.73463164623172,233.08401992515414,230.55693821121682,232.90634155273438,25395400.0
2025-08-28,233.91321462546713,233.9230806246077,232.32391513337583,233.18272399902344,25011200.0
2025-08-29,233.696060790975,233.97245941490698,231.35652342488564,232.146240234375,29254800.0
2025-09-02,229.0071023755379,231.3861034011631,228.49378426338032,230.8925323486328,33108600.0
2025-09-03,230.2706612368143,232.2350645408461,229.47107847863109,230.66551208496094,33252400.0
2025-09-04,231.21831739691385,233.6269468177271,230.57668098055066,233.5479736328125,30323800.0
2025-09-05,234.66343895101676,236.5982291781808,231.92905090984723,234.71279907226562,47542500.0
2025-09-08,235.4432817996887,235.49264192243828,233.35054514593966,235.18663024902344,31487700.0
2025-09-09,234.84112900850943,234.90037019451506,232.39302051110036,233.8046417236328,35395800.0
2025-09-10,234.2587198885343,235.2063830556514,232.43251580295149,233.39002990722656,33910200.0
2025-09-11,233.8046185199197,237.83214513808684,233.20246122068016,237.70382690429688,43629800.0
2025-09-12,237.11155200241402,237.23001930826635,235.1372676142797,235.2754669189453,46097600.0
2025-09-15,236.15403939972225,236.9536222228716,235.48278989081513,236.2725067138672,33014000.0
2025-09-16,236.05172648020516,236.52689453069294,234.37872166093356,235.88343811035156,37059300.0
2025-09-17,236.41801658441796,241.82309283761904,234.6361175043934,236.4873046875,79955600.0
2025-09-18,238.37809662467475,242.68433634543504,237.71483713035957,242.37745666503906,49167700.0
2025-09-19,243.10010981250122,243.10010981250122,240.07087403554704,240.53614807128906,56092000.0
2025-09-22,239.80362173159733,242.32796244435596,238.68498212902156,241.93199157714844,53572900.0
2025-09-23,242.54574281534022,244.69391566377513,240.99154135310883,241.38751220703125,41854500.0
2025-09-24,241.44689894374463,242.1497645590887,239.1304377979391,239.1700439453125,36002200.0
2025-09-25,236.57639058832484,237.57624191095582,235.16078044583506,236.88327026367188,37209500.0
2025-09-26,237.20995681510672,239.24923543070918,236.92288020930596,238.91265869140625,28942800.0
